EmployeeID,Experience(yrs),TaskAssigned,TaskCompleted,DeadlinesMet,DeadlinesMissed,number of EOM,EOM points (agg) ,EOY(points),Manager Score,Holidays Taken,Number of overtime
1693,15,358,203,131,155,2,579,89,92,146,25
1694,26,390,47,16,343,4,660,98,76,66,140
1695,11,125,77,33,48,0,1166,55,41,38,76
1696,8,97,13,7,84,3,266,21,42,118,133
1697,22,494,302,64,192,10,336,72,16,45,187
1698,11,313,301,113,12,2,272,72,50,38,216
1699,22,88,44,36,44,11,1184,27,39,93,71
1700,3,265,127,46,138,6,263,10,62,1,123
1701,29,37,12,4,25,7,620,85,98,86,97
1702,20,32,8,2,24,7,210,33,87,68,164
1703,14,157,70,60,87,4,62,58,97,26,171
1704,7,416,83,23,333,12,625,31,70,116,120
1705,19,446,122,3,324,9,318,2,39,21,206
1706,5,68,17,1,51,6,132,100,86,82,7
1707,27,406,247,10,159,10,249,85,48,52,167
1708,27,10,5,5,5,0,23,25,73,102,54
1709,18,347,269,89,78,9,373,60,47,61,91
1710,15,430,224,46,206,0,867,56,65,59,65
1711,25,457,96,88,361,0,266,96,14,107,40
1712,30,162,89,36,73,11,72,42,50,118,120
1713,20,312,168,31,144,6,678,43,78,122,107
1714,16,480,339,37,141,10,1072,73,27,82,31
1715,16,113,87,11,26,0,1187,64,88,108,139
1716,8,234,56,0,178,3,491,5,10,1,28
1717,5,32,0,0,32,6,339,80,68,68,107
1718,9,358,116,36,242,9,36,83,38,133,99
1719,26,309,78,67,231,4,295,57,84,141,91
1720,6,282,89,86,193,1,41,2,14,12,185
1721,6,315,37,17,278,9,431,66,33,37,6
1722,3,463,60,20,403,9,790,21,71,145,52
1723,15,161,3,2,158,9,749,30,43,2,50
1724,2,444,5,5,439,4,370,42,51,17,92
1725,27,92,42,14,50,5,915,29,79,18,90
1726,29,43,38,28,5,4,741,62,56,25,139
1727,29,100,73,42,27,3,66,25,47,17,48
1728,18,405,104,25,301,9,890,97,29,18,136
1729,2,397,127,26,270,7,736,32,40,126,63
1730,5,79,48,14,31,12,479,94,3,114,60
1731,10,470,465,54,5,9,802,37,59,57,183
1732,4,420,100,38,320,6,413,76,37,83,138
1733,28,410,18,7,392,8,580,22,45,147,6
1734,26,289,9,7,280,3,140,66,55,109,126
1735,4,69,37,32,32,5,754,81,91,50,178
1736,28,18,10,6,8,12,90,25,33,141,25
1737,2,371,148,69,223,6,310,73,3,7,31
1738,30,410,78,59,332,10,732,99,52,1,182
1739,19,448,131,10,317,0,965,35,74,149,0
1740,24,45,42,20,3,12,698,60,54,69,173
1741,2,203,167,40,36,7,350,71,26,126,124
1742,23,230,114,79,116,5,1190,96,33,24,125
1743,26,234,107,7,127,11,912,47,55,142,107
1744,26,0,0,0,0,4,792,80,1,139,102
1745,25,276,137,37,139,11,793,99,34,150,83
1746,21,271,13,9,258,0,872,79,17,37,125
1747,2,33,1,0,32,5,406,69,28,51,75
1748,25,289,288,174,1,11,465,99,58,22,90
1749,9,220,0,0,220,8,23,8,20,32,167
1750,2,45,39,30,6,5,1177,74,24,139,85
1751,17,326,97,69,229,2,5,25,82,9,212
1752,16,1,1,1,0,9,1114,32,53,65,25
1753,5,173,40,4,133,5,1147,70,56,88,150
1754,2,391,357,65,34,7,641,35,14,32,92
1755,15,398,224,224,174,9,261,36,75,65,173
1756,12,128,115,113,13,2,431,80,74,149,8
1757,14,232,173,160,59,4,885,96,25,53,185
1758,0,39,3,1,36,7,68,88,7,77,8
1759,26,211,175,138,36,3,363,62,67,113,147
1760,7,264,214,108,50,11,835,4,60,89,39
1761,23,261,122,86,139,3,94,41,59,149,1
1762,20,315,62,6,253,3,1081,30,37,85,136
1763,12,90,46,43,44,12,849,26,61,0,256
1764,21,332,176,168,156,8,595,0,69,140,79
1765,10,13,7,3,6,5,1003,42,59,29,9
1766,18,209,169,124,40,10,1013,70,77,42,11
1767,22,367,1,0,366,3,67,16,78,70,32
1768,15,127,16,0,111,4,33,91,45,37,220
1769,20,297,187,101,110,8,698,62,5,90,58
1770,21,419,330,130,89,0,541,43,33,1,69
1771,9,37,4,1,33,5,148,82,61,48,129
1772,17,140,8,6,132,4,29,42,41,128,106
1773,28,118,35,2,83,0,783,26,15,13,191
1774,18,466,390,368,76,3,910,69,83,141,118
1775,21,141,36,11,105,10,828,55,58,5,81
1776,8,43,33,24,10,3,544,48,60,5,153
1777,10,453,355,178,98,2,662,80,31,111,142
1778,15,40,18,12,22,2,57,53,52,126,49
1779,5,392,280,73,112,7,337,41,0,7,148
1780,13,3,1,0,2,8,693,48,0,105,133
1781,15,366,170,50,196,5,708,97,45,33,88
1782,18,334,151,37,183,6,427,28,100,47,19
1783,13,126,54,18,72,2,1131,70,20,25,109
1784,12,119,96,3,23,10,993,69,83,139,2
1785,15,335,185,100,150,9,280,6,88,114,53
1786,25,372,366,100,6,7,221,68,93,134,28
1787,22,419,194,41,225,3,627,56,72,22,13
1788,30,182,154,139,28,2,751,14,23,7,211
1789,24,120,29,17,91,10,1129,95,84,123,127
1790,14,95,75,20,20,9,741,71,82,25,186
1791,23,106,85,11,21,12,523,96,4,38,110
1792,7,253,225,177,28,0,467,6,95,108,83
1793,9,53,34,5,19,12,206,22,19,50,43
1794,21,361,177,63,184,7,795,31,86,54,168
1795,9,162,12,10,150,2,604,100,42,138,36
1796,13,116,43,36,73,2,434,93,12,77,158
1797,17,18,10,4,8,9,1049,19,79,115,132
1798,29,424,123,104,301,8,205,69,32,134,116
1799,3,181,144,72,37,5,318,92,64,9,137
1800,5,114,49,35,65,3,983,22,0,58,108
1801,14,321,242,103,79,8,1161,29,81,4,253
1802,3,14,0,0,14,10,194,69,58,6,5
1803,12,316,216,81,100,5,127,98,20,96,29
1804,18,100,70,29,30,4,531,59,91,35,141
1805,5,472,36,34,436,2,345,28,80,38,119
1806,14,231,58,38,173,11,808,41,75,75,29
1807,6,258,35,2,223,11,780,95,86,63,195
1808,19,319,211,64,108,4,410,72,13,29,47
1809,26,210,25,25,185,10,1161,89,21,72,76
1810,7,108,33,0,75,9,684,66,88,135,68
1811,26,307,81,60,226,0,162,56,13,59,198
1812,3,451,278,155,173,12,342,15,2,43,79
1813,3,364,340,166,24,4,584,50,84,56,51
1814,18,31,22,6,9,2,1035,12,3,39,47
1815,7,267,117,6,150,0,1082,62,67,23,72
1816,14,268,79,2,189,10,228,40,27,8,210
1817,19,310,235,9,75,2,576,2,4,116,106
1818,25,446,177,113,269,7,213,82,39,147,86
1819,5,251,63,5,188,9,833,67,89,147,54
1820,5,423,20,11,403,4,988,16,19,115,63
1821,12,8,2,2,6,3,1076,55,71,146,103
1822,26,276,7,6,269,5,1192,14,74,128,54
1823,18,56,30,30,26,8,281,75,11,121,52
1824,0,265,64,9,201,2,1142,9,27,71,181
1825,0,149,34,15,115,9,418,13,38,126,19
1826,22,413,140,2,273,7,133,38,34,33,195
1827,0,60,12,12,48,11,445,17,42,8,90
1828,21,330,32,22,298,3,1091,28,58,137,69
1829,12,39,24,24,15,7,308,92,61,20,228
1830,25,232,77,11,155,5,799,28,36,128,104
1831,14,49,3,2,46,11,228,52,7,121,128
1832,14,137,117,3,20,8,761,8,30,14,70
1833,20,383,252,64,131,9,1144,45,28,147,111
1834,1,229,50,4,179,2,733,43,3,83,159
1835,16,85,65,20,20,1,784,20,19,148,51
1836,9,380,169,99,211,12,951,81,62,77,42
1837,21,44,38,23,6,12,27,2,68,7,118
1838,30,102,10,0,92,6,327,90,30,148,92
1839,22,391,37,20,354,5,830,3,3,46,33
1840,18,205,106,68,99,10,568,74,52,114,73
1841,17,359,18,7,341,6,1187,0,88,121,57
1842,7,394,84,11,310,8,25,41,11,46,134
1843,13,339,40,17,299,10,229,60,44,131,51
1844,28,404,181,119,223,7,408,69,12,61,174
1845,18,377,369,167,8,6,1095,82,54,30,185
1846,17,206,163,20,43,8,669,7,99,69,74
1847,12,403,278,48,125,9,1191,31,96,116,132
1848,28,95,69,65,26,7,957,37,26,54,17
1849,15,312,102,84,210,8,704,89,53,32,225
1850,27,459,246,45,213,5,722,96,79,149,22
1851,15,436,377,67,59,0,979,18,61,124,76
1852,0,270,177,12,93,1,1116,92,53,142,97
1853,28,200,44,7,156,1,974,14,88,11,54
1854,0,170,115,113,55,6,22,70,90,38,130
1855,9,331,303,1,28,0,63,36,89,134,92
1856,4,483,360,304,123,5,590,6,48,28,206
1857,0,52,31,14,21,0,749,61,8,32,205
1858,11,409,131,81,278,4,630,38,9,116,20
1859,14,32,30,1,2,6,552,9,82,84,83
1860,1,397,254,192,143,12,227,59,60,84,25
1861,19,444,125,104,319,11,609,31,71,131,111
1862,21,200,128,43,72,4,192,29,37,35,103
1863,8,452,255,121,197,8,125,12,9,102,106
1864,19,9,6,2,3,7,1049,2,1,61,21
1865,26,144,76,39,68,0,354,57,3,104,22
1866,24,0,0,0,0,6,815,52,11,53,34
1867,27,164,146,4,18,5,445,51,6,99,18
1868,14,406,362,52,44,3,18,1,85,148,92
1869,25,481,164,104,317,2,1119,57,93,138,103
1870,29,135,39,38,96,0,969,8,62,67,173
1871,3,269,7,2,262,5,500,21,55,94,160
1872,19,212,117,112,95,5,24,82,92,126,115
1873,6,185,68,63,117,12,335,5,13,68,148
1874,27,106,92,14,14,8,156,79,91,1,185
1875,0,2,2,2,0,8,306,52,50,34,153
1876,4,74,63,52,11,7,640,51,57,94,155
1877,11,456,154,132,302,5,1078,52,5,106,60
1878,8,99,25,11,74,7,1187,50,31,150,12
1879,13,123,84,67,39,2,657,80,32,46,142
1880,26,457,392,116,65,10,1016,50,1,34,101
1881,27,452,359,17,93,6,106,24,99,11,224
1882,1,168,81,10,87,6,429,44,9,146,42
1883,2,190,107,32,83,6,314,94,89,122,102
1884,13,399,326,33,73,9,1132,82,13,24,192
1885,6,323,234,185,89,6,621,47,60,125,25
1886,8,204,174,33,30,11,154,10,41,36,117
1887,14,193,138,119,55,8,713,13,16,133,109
1888,8,471,194,141,277,7,603,39,38,107,23
1889,25,250,108,32,142,2,510,19,31,78,62
1890,6,38,19,9,19,12,765,54,83,77,80
1891,25,20,5,2,15,8,1125,18,33,102,152
1892,5,158,37,8,121,6,485,40,95,75,47
1893,11,276,142,6,134,5,920,51,16,30,110
1894,27,372,300,1,72,9,619,79,47,61,196
1895,9,458,341,323,117,3,245,49,14,42,44
1896,18,206,73,69,133,7,1041,19,35,13,16
1897,0,496,443,341,53,1,753,77,29,61,164
1898,15,84,29,13,55,7,210,23,37,46,71
1899,0,371,15,4,356,3,666,77,62,140,89
1900,28,38,34,32,4,8,491,93,42,70,64
1901,13,370,284,244,86,11,1084,66,35,48,116
1902,3,481,188,170,293,5,378,47,37,103,87
1903,12,348,200,29,148,12,456,53,42,17,208
1904,10,389,180,151,209,10,248,53,29,15,48
1905,30,119,24,10,95,7,663,86,88,75,40
1906,2,74,56,38,18,8,1023,3,39,144,81
1907,20,406,337,100,69,9,550,88,90,2,115
1908,25,475,301,125,174,11,359,70,57,146,43
1909,1,278,231,102,47,4,835,29,12,77,111
1910,23,140,82,42,58,8,699,92,16,69,84
1911,18,425,236,57,189,3,401,30,27,86,165
1912,15,230,185,29,45,9,348,25,37,149,12
1913,21,57,53,28,4,2,538,55,9,115,53
1914,30,468,64,42,404,1,846,55,5,123,36
1915,18,210,36,25,174,5,374,97,48,93,9
1916,15,2,1,1,1,4,1041,91,30,83,21
1917,1,228,92,30,136,0,797,0,9,52,45
1918,10,64,2,1,62,3,57,24,68,47,143
1919,8,27,3,2,24,2,1112,56,100,115,37
1920,8,397,322,314,75,2,615,94,82,122,86
1921,1,183,66,42,117,3,819,98,84,149,31
1922,21,380,352,86,28,11,599,57,15,64,172
1923,3,114,19,18,95,5,492,69,8,145,61
1924,29,44,8,6,36,0,249,91,41,67,27
1925,4,310,98,67,212,12,959,26,92,111,122
1926,1,104,91,80,13,10,758,23,94,121,84
1927,26,9,2,0,7,5,529,1,50,62,155
1928,23,491,183,158,308,2,1006,58,55,54,75
1929,11,188,98,87,90,6,449,1,43,3,211
1930,9,102,54,6,48,0,8,61,6,35,73
1931,21,132,71,31,61,0,522,24,69,8,20
1932,18,154,132,0,22,9,301,0,83,98,13
1933,27,454,113,19,341,1,548,69,82,48,187
1934,12,130,127,49,3,2,1139,63,54,47,110
1935,2,252,168,92,84,5,881,60,47,114,32
1936,16,361,239,18,122,8,711,29,21,122,39
1937,0,17,7,5,10,6,354,12,17,133,25
1938,29,190,41,37,149,5,1026,38,24,58,152
1939,21,15,8,8,7,2,367,7,86,59,36
1940,17,403,12,7,391,1,785,23,74,102,41
1941,30,12,9,7,3,3,476,83,86,35,208
1942,3,103,25,10,78,8,334,93,58,56,135
1943,29,299,206,191,93,12,11,98,48,9,161
1944,23,253,184,39,69,10,512,49,90,39,78
1945,16,117,113,12,4,7,711,88,58,59,180
1946,5,244,33,20,211,4,64,54,46,123,115
1947,9,86,47,13,39,6,19,66,30,18,18
1948,27,185,141,28,44,6,1162,30,57,120,85
1949,27,11,4,3,7,5,190,69,49,53,55
1950,26,265,262,127,3,9,899,35,80,43,143
1951,26,85,81,59,4,9,907,90,53,25,216
1952,24,382,52,1,330,7,1189,11,5,120,11
1953,5,352,244,74,108,3,223,7,96,24,184
1954,16,156,9,7,147,8,694,96,9,128,13
1955,7,127,98,41,29,6,727,59,83,102,0
1956,24,373,111,29,262,3,323,71,85,15,46
1957,26,235,112,67,123,2,295,46,58,76,51
1958,20,32,17,17,15,8,853,12,91,139,10
1959,11,331,14,2,317,9,723,8,81,137,73
1960,12,169,32,17,137,5,144,47,59,132,74
1961,22,89,74,68,15,7,1095,50,60,1,141
1962,5,201,143,125,58,2,719,19,16,12,225
1963,7,216,152,92,64,5,792,26,12,74,96
1964,14,342,102,44,240,6,800,49,60,115,86
1965,20,467,250,150,217,3,975,11,77,59,126
1966,18,287,136,65,151,6,658,8,52,13,154
1967,5,329,124,104,205,3,141,74,65,62,55
1968,1,487,214,86,273,2,711,9,85,13,59
1969,27,77,40,17,37,8,897,65,85,11,201
1970,20,482,358,284,124,11,298,100,85,40,10
1971,5,42,34,34,8,5,1173,96,0,25,122
1972,8,55,52,22,3,3,449,35,77,11,248
1973,1,313,209,126,104,11,984,91,8,18,140
1974,0,384,211,193,173,2,504,32,86,119,19
1975,10,455,244,175,211,9,991,85,2,71,159
1976,11,393,224,110,169,10,891,61,20,80,73
1977,24,350,101,80,249,12,837,98,50,48,85
1978,27,355,256,158,99,7,13,95,72,66,12
1979,3,353,217,182,136,7,368,8,99,36,212
1980,25,485,307,197,178,11,318,100,64,53,157
1981,26,158,82,61,76,3,1037,86,0,89,89
1982,26,322,191,167,131,7,778,48,28,38,113
1983,19,360,288,211,72,9,1136,87,98,97,138
1984,25,469,423,338,46,5,595,28,49,72,82
1985,1,37,1,1,36,5,214,58,63,32,175
1986,3,125,81,16,44,6,143,62,0,86,101
1987,2,300,234,40,66,12,354,78,34,76,38
1988,10,279,50,35,229,6,102,87,51,110,110
1989,7,448,113,48,335,10,161,87,38,29,48
1990,6,159,47,40,112,7,924,67,46,90,32
1991,10,449,209,111,240,10,778,65,95,110,14
1992,4,466,14,3,452,6,750,16,13,142,12
1993,30,65,5,5,60,10,1173,34,64,85,75
1994,9,352,322,272,30,9,675,91,47,52,69
1995,27,88,15,0,73,3,45,26,8,62,161
1996,2,243,143,90,100,10,908,84,96,57,150
1997,27,92,82,0,10,7,250,98,5,75,69
1998,28,360,325,122,35,9,564,32,44,74,127
1999,9,341,330,25,11,10,976,36,76,106,38
2000,8,139,52,13,87,4,317,62,24,66,66
2001,14,375,45,33,330,5,142,80,9,12,4
2002,17,311,219,37,92,12,680,26,79,4,197
2003,18,461,391,266,70,5,1057,58,44,16,191
2004,20,265,229,119,36,0,526,30,35,119,120
2005,14,432,145,78,287,5,764,80,3,139,84
2006,6,397,269,34,128,11,1068,50,15,30,105
2007,0,154,5,0,149,5,714,0,85,54,160
2008,24,231,150,115,81,5,2,81,60,4,135
2009,15,396,16,13,380,3,272,53,78,144,29
2010,30,235,60,43,175,7,807,12,65,57,47
2011,18,156,79,15,77,3,440,59,79,11,198
2012,26,7,3,3,4,4,336,81,67,147,49
2013,0,319,278,236,41,5,641,44,40,84,63
2014,22,65,4,2,61,10,68,18,3,119,10
2015,9,83,34,5,49,0,349,75,93,29,187
2016,20,215,113,30,102,10,104,46,47,40,16
2017,1,152,5,2,147,10,247,60,85,80,160
2018,10,87,42,21,45,1,905,77,66,26,55
2019,28,124,109,52,15,6,568,49,10,66,33
2020,2,258,90,28,168,1,41,28,60,141,15
2021,12,490,479,363,11,2,754,17,48,98,100
2022,2,69,53,6,16,4,488,83,85,77,82
2023,6,356,285,42,71,8,351,7,7,43,131
2024,18,23,0,0,23,7,666,95,81,144,106
2025,24,488,206,18,282,3,396,44,25,5,153
2026,22,258,219,88,39,2,735,23,3,114,42
2027,18,399,12,7,387,11,633,1,45,62,22
2028,7,2,1,1,1,7,1157,32,62,92,22
2029,10,44,29,9,15,3,559,69,2,58,14
2030,0,80,10,1,70,4,787,19,76,83,93
2031,4,273,31,26,242,9,155,63,27,28,166
2032,17,119,51,31,68,10,394,43,88,84,3
2033,27,28,3,3,25,2,79,26,57,101,27
2034,18,200,103,31,97,3,1198,22,61,86,51
2035,3,145,84,59,61,0,543,26,1,73,150
2036,15,362,133,29,229,1,847,23,40,26,140
2037,5,461,346,127,115,7,904,90,17,2,171
2038,6,102,74,71,28,10,602,5,41,100,136
2039,7,186,37,9,149,1,1070,9,44,19,10
2040,19,382,217,47,165,4,707,74,84,115,51
2041,1,136,90,82,46,3,259,72,97,112,80
2042,3,122,25,23,97,10,199,4,48,128,62
2043,8,47,15,12,32,9,287,73,69,36,74
2044,14,205,40,15,165,2,41,67,75,68,172
2045,3,203,163,55,40,5,14,41,66,61,103
2046,7,68,55,12,13,4,1060,45,50,59,151
2047,17,353,190,138,163,0,638,55,80,3,96
2048,8,422,32,7,390,3,1165,17,55,94,92
2049,29,215,46,10,169,1,262,61,18,94,99
2050,20,19,4,1,15,10,418,97,60,102,47
2051,0,297,196,175,101,0,939,97,24,148,61
2052,24,345,127,91,218,0,831,15,7,112,6
2053,20,95,52,46,43,0,38,20,45,95,29
2054,7,263,35,17,228,5,969,58,98,144,20
2055,21,283,196,159,87,2,1003,19,2,2,29
2056,18,37,29,17,8,3,446,28,58,22,104
2057,24,361,10,10,351,12,802,70,39,87,132
2058,5,406,216,29,190,10,889,63,88,22,13
2059,28,83,8,2,75,9,569,10,63,81,28
2060,26,350,258,10,92,6,840,90,99,64,142
2061,15,282,23,15,259,3,971,18,79,28,202
2062,9,254,97,63,157,2,1160,41,2,138,42
2063,25,271,122,84,149,7,68,34,54,109,45
2064,5,187,46,38,141,12,543,55,44,47,35
2065,0,484,89,46,395,7,500,98,50,125,91
2066,0,274,16,5,258,7,1041,32,75,72,137
2067,20,132,48,8,84,0,252,92,91,133,122
2068,12,157,134,97,23,1,1024,39,44,1,118
2069,6,197,35,28,162,1,1129,60,35,122,108
2070,14,160,4,4,156,8,758,71,49,30,182
2071,5,456,425,219,31,3,614,0,84,34,14
2072,10,432,146,21,286,9,116,33,31,137,58
2073,16,141,94,52,47,3,974,0,35,76,116
2074,8,414,147,97,267,12,537,31,19,20,130
2075,9,410,19,2,391,8,835,30,74,74,134
2076,10,264,234,56,30,8,357,8,66,89,0
2077,3,102,44,2,58,1,804,44,95,27,131
2078,1,206,115,48,91,9,694,96,15,28,97
2079,17,377,43,41,334,5,755,65,68,83,32
2080,13,473,96,28,377,9,486,63,78,101,75
2081,26,453,35,5,418,11,1097,8,69,23,121
2082,9,339,126,79,213,10,142,53,72,52,87
2083,17,294,294,250,0,7,229,40,68,85,45
2084,16,409,87,63,322,5,461,89,71,136,6
2085,22,374,73,50,301,6,60,43,2,127,69
2086,22,125,32,17,93,5,15,42,23,127,97
2087,15,111,63,54,48,1,297,70,82,35,88
2088,6,1,0,0,1,10,13,32,52,80,160
2089,17,83,43,22,40,1,937,39,95,6,96
2090,1,222,29,18,193,12,754,19,83,103,143
2091,9,105,67,17,38,7,123,68,51,74,151
2092,3,304,282,112,22,1,257,30,46,43,148
2093,4,343,122,62,221,8,1117,16,84,29,37
2094,11,120,120,82,0,5,897,44,5,26,61
2095,2,198,60,0,138,9,191,7,14,19,128
2096,7,220,174,158,46,2,933,21,82,9,160
2097,29,428,202,67,226,3,171,39,25,76,1
2098,5,336,112,26,224,6,441,39,81,76,108
2099,15,15,14,2,1,2,67,58,41,38,109
2100,28,61,32,1,29,4,673,56,32,60,55
2101,14,135,74,9,61,5,854,42,17,52,23
2102,20,201,146,90,55,11,134,44,54,66,173
2103,5,199,19,15,180,4,221,83,77,90,132
